ID, PERSON_ID, CHECKIN, CHECKOUT, BUILDING
0000005119, 0000000215, '2017-04-06 18:49:00', '2017-04-06 19:58:08', '9250'
0000005120, 0000000215, '2017-04-06 21:08:39', '2017-04-06 23:46:46', '115954'
0000005121, 0000000215, '2017-04-07 13:40:32', '2017-04-07 15:55:01', '9124'
0000005122, 0000000215, '2017-04-08 16:40:15', '2017-04-08 19:43:59', '9124'
0000005123, 0000000216, '2017-04-03 08:29:43', '2017-04-03 09:31:28', '115954'
0000005124, 0000000216, '2017-04-03 10:08:48', '2017-04-03 11:32:02', '115954'
0000005125, 0000000216, '2017-04-03 12:38:46', '2017-04-03 14:54:06', '115954'
0000005126, 0000000216, '2017-04-03 15:29:32', '2017-04-03 16:57:46', '9217'
0000005127, 0000000216, '2017-04-03 17:18:21', '2017-04-03 18:20:28', '115954'
0000005128, 0000000216, '2017-04-03 19:17:49', '2017-04-03 20:44:43', '9217'
0000005129, 0000000216, '2017-04-03 21:17:47', '2017-04-03 22:58:26', '9217'
0000005130, 0000000216, '2017-04-04 07:25:50', '2017-04-04 08:31:44', '115954'
0000005131, 0000000216, '2017-04-04 09:11:29', '2017-04-04 10:43:19', '9217'
0000005132, 0000000216, '2017-04-04 12:26:10', '2017-04-04 13:37:24', '9401'
0000005133, 0000000216, '2017-04-04 14:43:17', '2017-04-04 16:52:18', '9217'
0000005134, 0000000216, '2017-04-04 18:44:09', '2017-04-04 19:48:37', '9217'
0000005135, 0000000216, '2017-04-04 21:13:10', '2017-04-04 23:42:34', '9217'
0000005136, 0000000216, '2017-04-05 08:45:03', '2017-04-05 10:53:48', '9217'
0000005137, 0000000216, '2017-04-05 12:02:14', '2017-04-05 14:30:23', '9217'
0000005138, 0000000216, '2017-04-05 15:01:25', '2017-04-05 16:51:09', '115954'
0000005139, 0000000216, '2017-04-05 17:11:36', '2017-04-05 18:39:25', '115954'
0000005140, 0000000216, '2017-04-05 19:15:57', '2017-04-05 20:27:12', '115954'
0000005141, 0000000216, '2017-04-06 08:20:08', '2017-04-06 09:36:41', '9217'
0000005142, 0000000216, '2017-04-06 10:05:21', '2017-04-06 11:34:35', '115954'
0000005143, 0000000216, '2017-04-06 13:44:01', '2017-04-06 15:55:35', '115954'
0000005144, 0000000216, '2017-04-06 17:36:47', '2017-04-06 19:52:00', '9217'
0000005145, 0000000216, '2017-04-06 21:04:29', '2017-04-06 22:27:06', '9217'
0000005146, 0000000216, '2017-04-07 13:01:44', '2017-04-07 16:23:41', '9124'
0000005147, 0000000216, '2017-04-08 15:09:20', '2017-04-08 17:56:41', '9124'
0000005148, 0000000217, '2017-04-03 08:48:19', '2017-04-03 10:58:57', '9251'
0000005149, 0000000217, '2017-04-03 12:33:11', '2017-04-03 14:35:23', '9401'
0000005150, 0000000217, '2017-04-03 15:21:46', '2017-04-03 17:53:00', '9401'
0000005151, 0000000217, '2017-04-03 18:31:42', '2017-04-03 19:39:54', '9251'
0000005152, 0000000217, '2017-04-03 20:21:21', '2017-04-03 21:31:05', '9251'
0000005153, 0000000217, '2017-04-04 08:32:49', '2017-04-04 09:33:22', '9251'
0000005154, 0000000217, '2017-04-04 10:25:35', '2017-04-04 12:36:12', '9251'
0000005155, 0000000217, '2017-04-04 14:20:07', '2017-04-04 15:26:03', '9401'
0000005156, 0000000217, '2017-04-04 16:04:51', '2017-04-04 18:11:57', '9251'
0000005157, 0000000217, '2017-04-04 19:45:23', '2017-04-04 21:55:19', '9251'
0000005158, 0000000217, '2017-04-05 08:12:58', '2017-04-05 10:55:17', '9251'
0000005159, 0000000217, '2017-04-05 12:12:32', '2017-04-05 13:36:44', '9401'
0000005160, 0000000217, '2017-04-05 14:03:53', '2017-04-05 15:38:50', '9224'
0000005161, 0000000217, '2017-04-05 16:05:45', '2017-04-05 18:11:05', '9251'
0000005162, 0000000217, '2017-04-05 20:03:29', '2017-04-05 21:05:41', '9251'
0000005163, 0000000217, '2017-04-05 22:30:21', '2017-04-05 23:46:35', '115954'
0000005164, 0000000217, '2017-04-06 07:33:25', '2017-04-06 09:50:12', '115954'
0000005165, 0000000217, '2017-04-06 10:40:24', '2017-04-06 11:46:21', '115954'
0000005166, 0000000217, '2017-04-06 13:07:13', '2017-04-06 15:08:30', '9251'
0000005167, 0000000217, '2017-04-06 16:38:05', '2017-04-06 17:52:51', '115954'
0000005168, 0000000217, '2017-04-06 19:24:27', '2017-04-06 21:42:05', '9251'
0000005169, 0000000217, '2017-04-07 13:05:25', '2017-04-07 15:37:46', '9124'
0000005170, 0000000217, '2017-04-08 16:38:12', '2017-04-08 19:46:34', '9124'
0000005171, 0000000218, '2017-04-03 07:37:30', '2017-04-03 08:45:55', '115954'
0000005172, 0000000218, '2017-04-03 09:18:14', '2017-04-03 11:30:49', '9216'
0000005173, 0000000218, '2017-04-03 13:47:53', '2017-04-03 14:55:02', '9216'
0000005174, 0000000218, '2017-04-03 16:16:06', '2017-04-03 18:48:26', '9216'
0000005175, 0000000218, '2017-04-03 19:29:32', '2017-04-03 21:44:36', '115954'
0000005176, 0000000218, '2017-04-04 07:04:38', '2017-04-04 09:27:00', '9224'
0000005177, 0000000218, '2017-04-04 10:11:23', '2017-04-04 11:44:45', '9216'
0000005178, 0000000218, '2017-04-04 12:36:20', '2017-04-04 13:57:48', '115954'
0000005179, 0000000218, '2017-04-04 15:27:41', '2017-04-04 17:34:45', '9216'
0000005180, 0000000218, '2017-04-04 18:36:10', '2017-04-04 20:50:28', '115954'
0000005181, 0000000218, '2017-04-05 08:14:27', '2017-04-05 10:24:47', '9216'
0000005182, 0000000218, '2017-04-05 11:43:57', '2017-04-05 13:57:30', '9216'
0000005183, 0000000218, '2017-04-05 15:16:56', '2017-04-05 16:34:48', '9224'
0000005184, 0000000218, '2017-04-05 17:28:54', '2017-04-05 19:35:45', '9216'
0000005185, 0000000218, '2017-04-05 20:27:57', '2017-04-05 21:35:17', '9216'
0000005186, 0000000218, '2017-04-06 07:00:32', '2017-04-06 08:32:39', '9250'
0000005187, 0000000218, '2017-04-06 09:40:54', '2017-04-06 11:46:04', '9216'
0000005188, 0000000218, '2017-04-06 12:36:11', '2017-04-06 13:52:57', '9216'
0000005189, 0000000218, '2017-04-06 14:39:56', '2017-04-06 15:43:58', '115954'
0000005190, 0000000218, '2017-04-06 16:10:50', '2017-04-06 18:38:44', '9216'
0000005191, 0000000218, '2017-04-06 20:20:25', '2017-04-06 21:42:29', '9250'
0000005192, 0000000218, '2017-04-07 12:20:01', '2017-04-07 15:49:13', '9124'
0000005193, 0000000218, '2017-04-08 16:17:36', '2017-04-08 18:50:37', '9124'
0000005194, 0000000219, '2017-04-03 08:01:14', '2017-04-03 09:45:11', '9250'
0000005195, 0000000219, '2017-04-03 10:05:14', '2017-04-03 12:23:16', '9247'
0000005196, 0000000219, '2017-04-03 14:15:18', '2017-04-03 16:51:03', '9250'
0000005197, 0000000219, '2017-04-03 17:12:59', '2017-04-03 19:58:34', '9247'
0000005198, 0000000219, '2017-04-03 21:05:56', '2017-04-03 22:12:03', '115954'
0000005199, 0000000219, '2017-04-04 08:24:37', '2017-04-04 09:36:15', '9250'
0000005200, 0000000219, '2017-04-04 10:29:46', '2017-04-04 11:34:59', '115954'
0000005201, 0000000219, '2017-04-04 12:03:26', '2017-04-04 13:08:40', '9250'
0000005202, 0000000219, '2017-04-04 14:07:42', '2017-04-04 15:12:31', '9224'
0000005203, 0000000219, '2017-04-04 16:47:37', '2017-04-04 17:56:14', '115954'
0000005204, 0000000219, '2017-04-04 18:14:50', '2017-04-04 20:30:13', '115954'
0000005205, 0000000219, '2017-04-05 08:49:51', '2017-04-05 09:58:01', '115954'
0000005206, 0000000219, '2017-04-05 10:09:44', '2017-04-05 11:17:56', '115954'
0000005207, 0000000219, '2017-04-05 13:10:44', '2017-04-05 15:20:31', '9224'
0000005208, 0000000219, '2017-04-05 17:49:58', '2017-04-05 18:56:24', '9250'
0000005209, 0000000219, '2017-04-05 20:07:29', '2017-04-05 22:31:49', '115954'
0000005210, 0000000219, '2017-04-06 07:33:35', '2017-04-06 08:51:44', '115954'
0000005211, 0000000219, '2017-04-06 09:13:44', '2017-04-06 11:45:07', '9401'
0000005212, 0000000219, '2017-04-06 13:17:07', '2017-04-06 14:34:17', '9247'
0000005213, 0000000219, '2017-04-06 15:10:40', '2017-04-06 16:52:35', '9224'
0000005214, 0000000219, '2017-04-06 18:30:55', '2017-04-06 19:58:54', '115954'
0000005215, 0000000219, '2017-04-06 21:50:26', '2017-04-06 22:56:26', '115954'
0000005216, 0000000219, '2017-04-07 12:37:45', '2017-04-07 14:41:41', '9124'
0000005217, 0000000219, '2017-04-08 16:09:30', '2017-04-08 18:24:27', '9124'
0000005218, 0000000220, '2017-04-03 08:24:47', '2017-04-03 09:40:42', '115954'
0000005219, 0000000220, '2017-04-03 10:05:24', '2017-04-03 11:49:39', '9224'
0000005220, 0000000220, '2017-04-03 13:28:45', '2017-04-03 15:48:40', '115954'
0000005221, 0000000220, '2017-04-03 17:05:52', '2017-04-03 18:38:54', '9401'
0000005222, 0000000220, '2017-04-03 19:17:50', '2017-04-03 21:21:42', '115954'
0000005223, 0000000220, '2017-04-04 08:47:26', '2017-04-04 10:51:47', '115954'
0000005224, 0000000220, '2017-04-04 11:05:12', '2017-04-04 13:53:53', '9223'
0000005225, 0000000220, '2017-04-04 14:44:42', '2017-04-04 15:47:30', '9247'
0000005226, 0000000220, '2017-04-04 17:19:47', '2017-04-04 18:30:54', '9401'
0000005227, 0000000220, '2017-04-04 19:49:30', '2017-04-04 21:59:36', '115954'
0000005228, 0000000220, '2017-04-05 07:28:06', '2017-04-05 09:59:23', '115954'
0000005229, 0000000220, '2017-04-05 10:31:14', '2017-04-05 11:43:14', '9401'
0000005230, 0000000220, '2017-04-05 12:22:54', '2017-04-05 13:36:31', '9223'
0000005231, 0000000220, '2017-04-05 15:11:01', '2017-04-05 17:17:21', '9223'
0000005232, 0000000220, '2017-04-05 19:29:30', '2017-04-05 20:43:54', '9223'
0000005233, 0000000220, '2017-04-05 22:29:30', '2017-04-05 23:35:31', '9223'
0000005234, 0000000220, '2017-04-06 08:25:34', '2017-04-06 10:33:22', '9223'
0000005235, 0000000220, '2017-04-06 11:48:00', '2017-04-06 13:51:12', '115954'
0000005236, 0000000220, '2017-04-06 15:45:40', '2017-04-06 16:52:33', '9247'
0000005237, 0000000220, '2017-04-06 18:24:06', '2017-04-06 20:28:09', '115954'
0000005238, 0000000220, '2017-04-06 22:49:29', '2017-04-06 23:56:16', '9223'
0000005239, 0000000220, '2017-04-07 13:26:01', '2017-04-07 16:41:00', '9124'
0000005240, 0000000220, '2017-04-08 15:33:05', '2017-04-08 18:44:01', '9124'
0000005241, 0000000221, '2017-04-03 07:42:46', '2017-04-03 09:59:05', '9214'
0000005242, 0000000221, '2017-04-03 11:49:14', '2017-04-03 13:54:02', '9214'
0000005243, 0000000221, '2017-04-03 15:19:17', '2017-04-03 17:52:34', '9214'
0000005244, 0000000221, '2017-04-03 19:19:56', '2017-04-03 21:56:45', '115954'
0000005245, 0000000221, '2017-04-03 22:16:40', '2017-04-03 23:32:55', '9224'
0000005246, 0000000221, '2017-04-04 08:24:53', '2017-04-04 10:49:31', '9214'
0000005247, 0000000221, '2017-04-04 11:21:50', '2017-04-04 13:57:38', '9214'
0000005248, 0000000221, '2017-04-04 14:27:18', '2017-04-04 16:35:58', '9247'
0000005249, 0000000221, '2017-04-04 17:21:20', '2017-04-04 19:22:07', '9214'
0000005250, 0000000221, '2017-04-04 20:02:58', '2017-04-04 22:32:30', '9214'
0000005251, 0000000221, '2017-04-05 08:41:52', '2017-04-05 09:48:02', '9214'
0000005252, 0000000221, '2017-04-05 11:30:40', '2017-04-05 13:38:37', '115954'
0000005253, 0000000221, '2017-04-05 15:20:34', '2017-04-05 17:50:26', '9214'
0000005254, 0000000221, '2017-04-05 19:47:23', '2017-04-05 20:48:47', '9214'
0000005255, 0000000221, '2017-04-05 21:20:29', '2017-04-05 23:23:07', '115954'
0000005256, 0000000221, '2017-04-06 08:30:58', '2017-04-06 09:49:19', '9214'
0000005257, 0000000221, '2017-04-06 10:26:37', '2017-04-06 11:51:31', '9214'
0000005258, 0000000221, '2017-04-06 12:09:57', '2017-04-06 14:57:11', '9214'
0000005259, 0000000221, '2017-04-06 16:20:12', '2017-04-06 18:23:05', '115954'
0000005260, 0000000221, '2017-04-06 19:42:42', '2017-04-06 20:45:26', '9250'
0000005261, 0000000221, '2017-04-06 22:21:03', '2017-04-06 23:48:43', '9224'
0000005262, 0000000221, '2017-04-07 12:07:39', '2017-04-07 14:22:01', '9124'
0000005263, 0000000221, '2017-04-08 15:46:36', '2017-04-08 17:52:54', '9124'
0000005264, 0000000222, '2017-04-03 07:33:58', '2017-04-03 08:42:43', '9247'
0000005265, 0000000222, '2017-04-03 10:19:30', '2017-04-03 12:48:54', '9250'
0000005266, 0000000222, '2017-04-03 13:46:26', '2017-04-03 14:56:26', '115954'
0000005267, 0000000222, '2017-04-03 15:43:39', '2017-04-03 17:46:23', '9250'
0000005268, 0000000222, '2017-04-03 18:42:03', '2017-04-03 19:45:15', '115954'
0000005269, 0000000222, '2017-04-03 21:05:42', '2017-04-03 23:16:23', '115954'
0000005270, 0000000222, '2017-04-04 07:40:05', '2017-04-04 09:54:12', '115954'
0000005271, 0000000222, '2017-04-04 11:23:15', '2017-04-04 12:37:08', '115954'
0000005272, 0000000222, '2017-04-04 13:20:29', '2017-04-04 14:32:03', '115954'
0000005273, 0000000222, '2017-04-04 15:30:07', '2017-04-04 17:53:25', '115954'
0000005274, 0000000222, '2017-04-04 19:18:12', '2017-04-04 21:25:05', '115954'
0000005275, 0000000222, '2017-04-05 08:12:11', '2017-04-05 09:56:52', '115954'
0000005276, 0000000222, '2017-04-05 10:10:02', '2017-04-05 12:59:40', '9250'
0000005277, 0000000222, '2017-04-05 13:18:04', '2017-04-05 14:28:29', '9250'
0000005278, 0000000222, '2017-04-05 15:30:27', '2017-04-05 16:57:45', '9224'
0000005279, 0000000222, '2017-04-05 18:05:35', '2017-04-05 20:31:48', '115954'
0000005280, 0000000222, '2017-04-05 21:10:06', '2017-04-05 23:53:06', '115954'
0000005281, 0000000222, '2017-04-06 08:22:22', '2017-04-06 09:54:41', '115954'
0000005282, 0000000222, '2017-04-06 10:27:54', '2017-04-06 11:34:12', '9224'
0000005283, 0000000222, '2017-04-06 12:16:22', '2017-04-06 14:31:57', '115954'
0000005284, 0000000222, '2017-04-06 16:13:21', '2017-04-06 17:22:25', '115954'
0000005285, 0000000222, '2017-04-06 19:23:07', '2017-04-06 21:24:33', '115954'
0000005286, 0000000222, '2017-04-07 13:00:19', '2017-04-07 15:24:45', '9124'
0000005287, 0000000222, '2017-04-08 16:44:55', '2017-04-08 18:45:28', '9124'
0000005288, 0000000223, '2017-04-03 08:40:33', '2017-04-03 09:58:32', '115954'
0000005289, 0000000223, '2017-04-03 10:29:07', '2017-04-03 11:40:18', '115954'
0000005290, 0000000223, '2017-04-03 12:04:45', '2017-04-03 14:35:39', '9247'
0000005291, 0000000223, '2017-04-03 16:08:45', '2017-04-03 17:50:36', '115954'
0000005292, 0000000223, '2017-04-03 19:19:15', '2017-04-03 21:58:34', '115954'
0000005293, 0000000223, '2017-04-03 22:27:26', '2017-04-03 23:54:59', '9401'
0000005294, 0000000223, '2017-04-04 07:34:21', '2017-04-04 08:46:33', '9250'
0000005295, 0000000223, '2017-04-04 10:06:42', '2017-04-04 11:41:19', '115954'
0000005296, 0000000223, '2017-04-04 12:44:08', '2017-04-04 13:46:08', '9224'
0000005297, 0000000223, '2017-04-04 14:28:49', '2017-04-04 15:37:24', '9401'
0000005298, 0000000223, '2017-04-04 16:22:04', '2017-04-04 17:45:51', '9401'
0000005299, 0000000223, '2017-04-04 19:35:44', '2017-04-04 21:40:47', '115954'
0000005300, 0000000223, '2017-04-05 08:42:05', '2017-04-05 10:43:37', '115954'
0000005301, 0000000223, '2017-04-05 11:08:00', '2017-04-05 12:48:15', '9224'
0000005302, 0000000223, '2017-04-05 13:10:54', '2017-04-05 15:24:11', '9250'
0000005303, 0000000223, '2017-04-05 16:37:33', '2017-04-05 17:55:46', '9224'
0000005304, 0000000223, '2017-04-05 18:30:20', '2017-04-05 19:40:08', '115954'
0000005305, 0000000223, '2017-04-05 21:41:19', '2017-04-05 22:44:09', '115954'
0000005306, 0000000223, '2017-04-06 08:04:30', '2017-04-06 10:29:14', '115954'
0000005307, 0000000223, '2017-04-06 12:15:48', '2017-04-06 14:26:15', '115954'
0000005308, 0000000223, '2017-04-06 16:45:42', '2017-04-06 17:46:05', '115954'
0000005309, 0000000223, '2017-04-06 19:05:54', '2017-04-06 21:18:24', '9250'
0000005310, 0000000223, '2017-04-07 12:16:51', '2017-04-07 15:43:11', '9124'
0000005311, 0000000223, '2017-04-08 16:18:37', '2017-04-08 19:20:17', '9124'
0000005312, 0000000224, '2017-04-03 08:08:53', '2017-04-03 09:37:18', '9252'
0000005313, 0000000224, '2017-04-03 10:47:31', '2017-04-03 11:49:27', '115954'
0000005314, 0000000224, '2017-04-03 13:22:38', '2017-04-03 15:30:59', '9252'
0000005315, 0000000224, '2017-04-03 16:08:05', '2017-04-03 17:15:11', '9252'
0000005316, 0000000224, '2017-04-03 19:16:48', '2017-04-03 21:47:49', '115954'
0000005317, 0000000224, '2017-04-04 07:35:34', '2017-04-04 09:41:15', '9250'
0000005318, 0000000224, '2017-04-04 11:36:03', '2017-04-04 12:54:16', '115954'
0000005319, 0000000224, '2017-04-04 14:32:42', '2017-04-04 16:59:14', '115954'
0000005320, 0000000224, '2017-04-04 17:35:09', '2017-04-04 18:47:26', '9252'
0000005321, 0000000224, '2017-04-04 20:48:34', '2017-04-04 22:49:47', '9252'
0000005322, 0000000224, '2017-04-05 07:24:10', '2017-04-05 09:43:22', '9401'
0000005323, 0000000224, '2017-04-05 11:07:43', '2017-04-05 13:33:44', '115954'
0000005324, 0000000224, '2017-04-05 15:14:21', '2017-04-05 17:15:46', '115954'
0000005325, 0000000224, '2017-04-05 18:03:11', '2017-04-05 19:40:33', '9247'
0000005326, 0000000224, '2017-04-05 20:08:24', '2017-04-05 22:41:54', '9252'
0000005327, 0000000224, '2017-04-06 07:01:41', '2017-04-06 09:05:57', '115954'
0000005328, 0000000224, '2017-04-06 11:04:32', '2017-04-06 12:22:00', '115954'
0000005329, 0000000224, '2017-04-06 13:05:15', '2017-04-06 15:36:00', '115954'
0000005330, 0000000224, '2017-04-06 16:28:17', '2017-04-06 17:34:06', '115954'
0000005331, 0000000224, '2017-04-06 19:39:08', '2017-04-06 21:57:28', '9252'
0000005332, 0000000224, '2017-04-06 22:50:52', '2017-04-06 23:59:44', '9252'
0000005333, 0000000224, '2017-04-07 12:33:27', '2017-04-07 14:56:41', '9124'
0000005334, 0000000224, '2017-04-08 15:39:04', '2017-04-08 18:44:44', '9124'
0000005335, 0000000225, '2017-04-03 07:45:37', '2017-04-03 08:52:09', '9251'
0000005336, 0000000225, '2017-04-03 10:44:11', '2017-04-03 12:55:02', '9251'
0000005337, 0000000225, '2017-04-03 13:48:15', '2017-04-03 15:50:38', '9251'
0000005338, 0000000225, '2017-04-03 16:50:42', '2017-04-03 17:55:59', '9401'
0000005339, 0000000225, '2017-04-03 18:32:29', '2017-04-03 19:57:07', '9251'
0000005340, 0000000225, '2017-04-03 20:01:23', '2017-04-03 21:37:38', '9247'
0000005341, 0000000225, '2017-04-03 22:05:18', '2017-04-03 23:11:18', '9251'
0000005342, 0000000225, '2017-04-04 07:05:25', '2017-04-04 08:16:28', '9251'
0000005343, 0000000225, '2017-04-04 09:23:18', '2017-04-04 11:29:42', '9401'
0000005344, 0000000225, '2017-04-04 13:20:26', '2017-04-04 14:49:05', '9224'
0000005345, 0000000225, '2017-04-04 16:02:29', '2017-04-04 17:53:14', '9251'
0000005346, 0000000225, '2017-04-04 19:30:22', '2017-04-04 21:52:55', '9251'
0000005347, 0000000225, '2017-04-05 08:42:48', '2017-04-05 09:50:38', '9247'
0000005348, 0000000225, '2017-04-05 11:41:38', '2017-04-05 12:48:43', '9247'
0000005349, 0000000225, '2017-04-05 13:23:47', '2017-04-05 15:40:29', '9251'
0000005350, 0000000225, '2017-04-05 17:28:35', '2017-04-05 18:52:32', '9251'
0000005351, 0000000225, '2017-04-05 20:09:33', '2017-04-05 21:52:54', '115954'
0000005352, 0000000225, '2017-04-05 22:46:35', '2017-04-05 23:59:33', '9251'
0000005353, 0000000225, '2017-04-06 07:02:42', '2017-04-06 09:09:57', '9250'
0000005354, 0000000225, '2017-04-06 10:17:35', '2017-04-06 11:52:51', '115954'
0000005355, 0000000225, '2017-04-06 12:08:06', '2017-04-06 13:45:27', '115954'
0000005356, 0000000225, '2017-04-06 15:04:29', '2017-04-06 16:31:23', '115954'
0000005357, 0000000225, '2017-04-06 18:00:31', '2017-04-06 20:23:05', '9251'
0000005358, 0000000225, '2017-04-06 22:17:35', '2017-04-06 23:24:14', '115954'
0000005359, 0000000225, '2017-04-07 12:29:03', '2017-04-07 15:51:55', '9124'
0000005360, 0000000225, '2017-04-08 15:06:08', '2017-04-08 18:08:43', '9124'
0000005361, 0000000226, '2017-04-03 08:43:19', '2017-04-03 09:50:36', '115954'
0000005362, 0000000226, '2017-04-03 10:38:16', '2017-04-03 11:48:54', '9214'
0000005363, 0000000226, '2017-04-03 12:12:20', '2017-04-03 13:14:11', '115954'
0000005364, 0000000226, '2017-04-03 15:26:35', '2017-04-03 16:56:55', '9247'
0000005365, 0000000226, '2017-04-03 17:01:00', '2017-04-03 18:56:06', '9214'
0000005366, 0000000226, '2017-04-03 20:06:04', '2017-04-03 21:38:20', '115954'
0000005367, 0000000226, '2017-04-03 22:30:46', '2017-04-03 23:31:28', '9214'
0000005368, 0000000226, '2017-04-04 08:23:39', '2017-04-04 10:32:05', '9214'
0000005369, 0000000226, '2017-04-04 12:16:28', '2017-04-04 14:21:13', '9214'
0000005370, 0000000226, '2017-04-04 15:25:43', '2017-04-04 16:42:24', '115954'
0000005371, 0000000226, '2017-04-04 18:40:28', '2017-04-04 20:59:08', '9247'
0000005372, 0000000226, '2017-04-04 21:14:32', '2017-04-04 23:38:45', '9214'
0000005373, 0000000226, '2017-04-05 08:20:08', '2017-04-05 10:45:08', '9214'
0000005374, 0000000226, '2017-04-05 11:23:22', '2017-04-05 12:51:50', '115954'
0000005375, 0000000226, '2017-04-05 14:11:39', '2017-04-05 16:20:18', '115954'
0000005376, 0000000226, '2017-04-05 18:23:27', '2017-04-05 20:27:25', '9214'
0000005377, 0000000226, '2017-04-05 21:00:26', '2017-04-05 22:45:39', '9224'
0000005378, 0000000226, '2017-04-06 08:39:40', '2017-04-06 10:59:23', '9214'
0000005379, 0000000226, '2017-04-06 12:50:28', '2017-04-06 14:53:48', '9250'
0000005380, 0000000226, '2017-04-06 16:15:29', '2017-04-06 17:38:36', '9247'
0000005381, 0000000226, '2017-04-06 19:32:05', '2017-04-06 21:58:32', '9214'
0000005382, 0000000226, '2017-04-07 13:41:01', '2017-04-07 16:55:56', '9124'
0000005383, 0000000226, '2017-04-08 16:23:25', '2017-04-08 18:34:32', '9124'
0000005384, 0000000227, '2017-04-03 08:19:49', '2017-04-03 10:33:03', '9216'
0000005385, 0000000227, '2017-04-03 12:39:53', '2017-04-03 14:49:53', '9247'
0000005386, 0000000227, '2017-04-03 15:04:41', '2017-04-03 17:31:05', '9250'
0000005387, 0000000227, '2017-04-03 18:17:00', '2017-04-03 19:41:35', '115954'
0000005388, 0000000227, '2017-04-03 21:08:24', '2017-04-03 23:56:08', '115954'
0000005389, 0000000227, '2017-04-04 07:50:01', '2017-04-04 08:53:55', '9216'
0000005390, 0000000227, '2017-04-04 10:43:09', '2017-04-04 11:57:06', '9216'
0000005391, 0000000227, '2017-04-04 13:05:44', '2017-04-04 14:14:19', '9250'
0000005392, 0000000227, '2017-04-04 15:49:52', '2017-04-04 16:59:04', '9216'
0000005393, 0000000227, '2017-04-04 18:15:51', '2017-04-04 20:27:35', '9401'
0000005394, 0000000227, '2017-04-04 21:39:50', '2017-04-04 23:42:54', '115954'
0000005395, 0000000227, '2017-04-05 08:27:54', '2017-04-05 09:55:11', '9216'
0000005396, 0000000227, '2017-04-05 11:03:39', '2017-04-05 12:25:37', '9250'
0000005397, 0000000227, '2017-04-05 14:35:07', '2017-04-05 15:41:50', '9216'
0000005398, 0000000227, '2017-04-05 16:11:49', '2017-04-05 17:28:30', '115954'
0000005399, 0000000227, '2017-04-05 18:14:45', '2017-04-05 20:35:57', '115954'
0000005400, 0000000227, '2017-04-05 21:36:20', '2017-04-05 22:59:40', '9216'
0000005401, 0000000227, '2017-04-06 08:02:59', '2017-04-06 09:30:25', '9216'
0000005402, 0000000227, '2017-04-06 11:11:41', '2017-04-06 12:39:05', '9216'
0000005403, 0000000227, '2017-04-06 13:06:15', '2017-04-06 14:28:40', '9216'
0000005404, 0000000227, '2017-04-06 15:36:44', '2017-04-06 16:48:21', '115954'
0000005405, 0000000227, '2017-04-06 17:16:00', '2017-04-06 18:45:19', '9216'
0000005406, 0000000227, '2017-04-06 20:32:13', '2017-04-06 22:45:01', '9216'
0000005407, 0000000227, '2017-04-07 13:45:58', '2017-04-07 16:59:18', '9124'
0000005408, 0000000227, '2017-04-08 16:26:46', '2017-04-08 18:33:43', '9124'
0000005409, 0000000228, '2017-04-03 07:27:39', '2017-04-03 08:55:17', '9216'
0000005410, 0000000228, '2017-04-03 10:39:17', '2017-04-03 12:51:54', '9216'
0000005411, 0000000228, '2017-04-03 14:38:50', '2017-04-03 16:49:50', '115954'
0000005412, 0000000228, '2017-04-03 18:12:42', '2017-04-03 20:16:20', '115954'
0000005413, 0000000228, '2017-04-03 22:05:09', '2017-04-03 23:45:00', '115954'
0000005414, 0000000228, '2017-04-04 08:46:51', '2017-04-04 09:52:40', '9216'
0000005415, 0000000228, '2017-04-04 11:43:07', '2017-04-04 13:52:44', '9250'
0000005416, 0000000228, '2017-04-04 14:12:04', '2017-04-04 15:36:20', '9401'
0000005417, 0000000228, '2017-04-04 16:05:25', '2017-04-04 17:51:47', '115954'
0000005418, 0000000228, '2017-04-04 19:01:32', '2017-04-04 21:05:21', '9216'
0000005419, 0000000228, '2017-04-05 07:03:00', '2017-04-05 09:19:59', '9216'
0000005420, 0000000228, '2017-04-05 10:41:49', '2017-04-05 12:45:22', '9224'
0000005421, 0000000228, '2017-04-05 13:06:43', '2017-04-05 15:25:39', '9216'
0000005422, 0000000228, '2017-04-05 17:50:57', '2017-04-05 19:58:22', '9216'
0000005423, 0000000228, '2017-04-05 20:46:45', '2017-04-05 22:52:33', '115954'
0000005424, 0000000228, '2017-04-06 07:27:03', '2017-04-06 09:30:34', '9216'
0000005425, 0000000228, '2017-04-06 10:46:28', '2017-04-06 11:53:25', '9216'
0000005426, 0000000228, '2017-04-06 13:00:15', '2017-04-06 14:51:57', '9216'
0000005427, 0000000228, '2017-04-06 15:04:55', '2017-04-06 17:28:57', '9216'
0000005428, 0000000228, '2017-04-06 18:32:28', '2017-04-06 19:40:22', '115954'
0000005429, 0000000228, '2017-04-06 21:45:02', '2017-04-06 23:50:08', '9216'
0000005430, 0000000228, '2017-04-07 13:43:36', '2017-04-07 16:53:59', '9124'
0000005431, 0000000228, '2017-04-08 16:41:10', '2017-04-08 19:50:08', '9124'
0000005432, 0000000229, '2017-04-03 08:13:22', '2017-04-03 09:21:22', '9224'
0000005433, 0000000229, '2017-04-03 10:44:09', '2017-04-03 11:59:51', '9247'
0000005434, 0000000229, '2017-04-03 12:39:29', '2017-04-03 14:47:54', '9250'
0000005435, 0000000229, '2017-04-03 16:35:31', '2017-04-03 17:52:42', '115954'
